ÿWORD,MEANING,AoAtestbased,AoArating,CDI,Morr,Floc,
census,count of people,13,11.3,#N/A,#N/A,#N/A,
centennial,100th anniversary,13,10.2,#N/A,#N/A,#N/A,
center,community house,13,6.1,#N/A,#N/A,#N/A,
center,come to focus,13,6.1,#N/A,#N/A,#N/A,
centigram,1/100th gram,13,11.9,#N/A,#N/A,#N/A,
cerebral,of the brain,13,12.5,#N/A,#N/A,#N/A,
cerebrum,forward upper brain,13,12.8,#N/A,#N/A,#N/A,
ceremonious,formal,13,11.6,#N/A,#N/A,#N/A,
ceremony,very polite conduct,13,7.7,#N/A,#N/A,#N/A,
certified,guaranteed,13,10.6,#N/A,#N/A,#N/A,
cesspool,pit for house drainage,13,13.7,#N/A,#N/A,#N/A,
chainreaction,many effects from a cause,13,,#N/A,#N/A,#N/A,
chairperson,chairman or chairwoman,13,11.0,#N/A,#N/A,#N/A,
chairwoman,head of meeting,13,13.0,#N/A,#N/A,#N/A,
chaiselounge,a couch,13,,#N/A,#N/A,#N/A,
chalky,pale or powdery,13,8.1,#N/A,#N/A,#N/A,
chambered,divided into sections,13,13.7,#N/A,#N/A,#N/A,
chance,a raffle ticket,13,7.1,#N/A,#N/A,#N/A,
chance,accidental,13,7.1,#N/A,#N/A,#N/A,
chancellor,high official,13,11.5,#N/A,#N/A,#N/A,
change,to trade,13,5.4,#N/A,#N/A,#N/A,
changeover,switching to another basis,13,10.3,#N/A,#N/A,#N/A,
channel,"the path traveled by news, etc.",13,6.9,#N/A,#N/A,#N/A,
chantpraises,to praise over and over,13,,#N/A,#N/A,#N/A,
chap,to roughen,13,9.3,#N/A,#N/A,#N/A,
chap,become rough,13,9.3,#N/A,#N/A,#N/A,
chaperon,watches young people,13,9.2,#N/A,#N/A,#N/A,
chaps,leather trousers,13,9.3,#N/A,#N/A,#N/A,
characteristic,a special quality,13,10.5,#N/A,#N/A,#N/A,
characteristically,typically,13,,#N/A,#N/A,#N/A,
characterization,portrayal,13,11.2,#N/A,#N/A,#N/A,
charade,guessing game,13,10.4,#N/A,#N/A,#N/A,
charge,to accuse,13,7.1,#N/A,#N/A,#N/A,
charge,thrill or kick,13,7.1,#N/A,#N/A,#N/A,
charge,"an order, instruction",13,7.1,#N/A,#N/A,#N/A,
charitable,kind and forgiving,13,10.5,#N/A,#N/A,#N/A,
charity,kindness toward faults,13,8.1,#N/A,#N/A,#N/A,
charley,sore muscles,13,,#N/A,#N/A,#N/A,
charm,being well liked,13,8.2,#N/A,#N/A,#N/A,
charming,delightful,13,7.0,#N/A,#N/A,#N/A,
chart,to plan,13,7.5,#N/A,#N/A,#N/A,
charter,grant of rights,13,10.5,#N/A,#N/A,#N/A,
chartreuse,a yellow-green color,13,13.1,#N/A,#N/A,#N/A,
chatter,foolish talk,13,7.1,#N/A,#N/A,#N/A,
check!,will do it!,13,,#N/A,#N/A,#N/A,
checkingaccount,for drawing bank checks,13,,#N/A,#N/A,#N/A,
cheer,to give comfort,13,5.7,#N/A,#N/A,#N/A,
cheetah,leopard-like animal,13,7.2,#N/A,#N/A,#N/A,
chesty-proud,proud,13,,#N/A,#N/A,#N/A,
chew,a piece of tobacco,13,4.2,#N/A,#N/A,#N/A,
chewout,bawl out,13,,#N/A,#N/A,#N/A,
chickweed,a bird-seed plant,13,13.4,#N/A,#N/A,#N/A,
chieftain,head of a tribe,13,10.8,#N/A,#N/A,#N/A,
chiffon,thin silk cloth,13,13.8,#N/A,#N/A,#N/A,
childbearing,having children,13,10.4,#N/A,#N/A,#N/A,
chiller,a horror story,13,9.9,#N/A,#N/A,#N/A,
chinchilla,very fine fur,13,11.8,#N/A,#N/A,#N/A,
chip,used in card game,13,5.4,#N/A,#N/A,#N/A,
chive,plant of the onion family,13,10.8,#N/A,#N/A,#N/A,
chlorinate,add chemicals to water,13,11.7,#N/A,#N/A,#N/A,
chlorine,bad-smelling gas,13,9.8,#N/A,#N/A,#N/A,
chloroform,sleep producing drug,13,14.0,#N/A,#N/A,#N/A,
choice,of high quality,13,6.2,#N/A,#N/A,#N/A,
choke,controls gas mixture,13,6.2,#N/A,#N/A,#N/A,
cholesterol,fat in blood stream,13,13.2,#N/A,#N/A,#N/A,
chopper,a helicopter,13,8.2,#N/A,#N/A,#N/A,
choppy,rough waves,13,9.2,#N/A,#N/A,#N/A,
chorister,singer in choir,13,12.9,#N/A,#N/A,#N/A,
chowderhead,stupid man,13,,#N/A,#N/A,#N/A,
christen,to baptize,13,8.4,#N/A,#N/A,#N/A,
christen,give name to,13,8.4,#N/A,#N/A,#N/A,
chuck,cut of beef,13,7.6,#N/A,#N/A,#N/A,
chute,slide,13,9.0,#N/A,#N/A,#N/A,
cinch,to tighten,13,10.7,#N/A,#N/A,#N/A,
cinema,moving picture,13,8.9,#N/A,#N/A,#N/A,
circle,social group,13,4.8,#N/A,#N/A,#N/A,
circuit,electrical hookup,13,10.6,#N/A,#N/A,#N/A,
circulate,distribute,13,9.8,#N/A,#N/A,#N/A,
circulation,copies sold,13,10.1,#N/A,#N/A,#N/A,
circulatory,a system of movement,13,13.2,#N/A,#N/A,#N/A,
circumference,border of circle,13,11.8,#N/A,#N/A,#N/A,
circumnavigate,sail around,13,11.3,#N/A,#N/A,#N/A,
circumstance,condition,13,10.0,#N/A,#N/A,#N/A,
citizenry,citizens as a group,13,12.9,#N/A,#N/A,#N/A,
city-state,an independent city,13,,#N/A,#N/A,#N/A,
civilrights,one's rights as a citizen,13,,#N/A,#N/A,#N/A,
civilwar,"North-South struggle, 1861-65",13,,#N/A,#N/A,#N/A,
civilize,to make more advanced culturally,13,10.1,#N/A,#N/A,#N/A,
clack,sharp sound,13,9.4,#N/A,#N/A,#N/A,
claim,to ask for as one's own,13,8.5,#N/A,#N/A,#N/A,
clammy,cold and damp,13,10.6,#N/A,#N/A,#N/A,
clamor,loud noise,13,11.6,#N/A,#N/A,#N/A,
clansman,one of a related group,13,12.2,#N/A,#N/A,#N/A,
clapeyeson,to see,13,,#N/A,#N/A,#N/A,
clasp,a fastener,13,8.7,#N/A,#N/A,#N/A,
class,a division,13,4.9,#N/A,#N/A,#N/A,
clause,part of document,13,12.1,#N/A,#N/A,#N/A,
clause,part of a sentence,13,12.1,#N/A,#N/A,#N/A,
clean,entirely,13,4.2,#N/A,#N/A,#N/A,
clean,legally innocent,13,4.2,#N/A,#N/A,#N/A,
clean-cut,outlines sharp,13,,#N/A,#N/A,#N/A,
clean-cut,neat and wholesome,13,,#N/A,#N/A,#N/A,
clear,to pass without touching,13,5.7,#N/A,#N/A,#N/A,
clearof,to free from,13,,#N/A,#N/A,#N/A,
clearout,to clean out,13,,#N/A,#N/A,#N/A,
clearout,to go away,13,,#N/A,#N/A,#N/A,
clearinghouse,where banks settle accounts,13,12.5,#N/A,#N/A,#N/A,
clearness,being easy to see,13,8.3,#N/A,#N/A,#N/A,
cleat,shoe grip,13,9.3,#N/A,#N/A,#N/A,
cleaver,cutting tool,13,10.0,#N/A,#N/A,#N/A,
clergyman,minister,13,9.0,#N/A,#N/A,#N/A,
clerical,work of clerk,13,10.8,#N/A,#N/A,#N/A,
click,be a success,13,6.6,#N/A,#N/A,#N/A,
clinch,boxing term,13,10.4,#N/A,#N/A,#N/A,
clink,a jail,13,8.7,#N/A,#N/A,#N/A,
clink,sharp sound,13,8.7,#N/A,#N/A,#N/A,
clipjoint,cheats customers,13,,#N/A,#N/A,#N/A,
clipping,an illegal football play,13,8.9,#N/A,#N/A,#N/A,
closequarters,crowded space,13,,#N/A,#N/A,#N/A,
closeranks,to bring lines together,13,,#N/A,#N/A,#N/A,
close-up,near view,13,8.0,#N/A,#N/A,#N/A,
clothe,to dress,13,8.0,#N/A,#N/A,#N/A,
clothe,to cover,13,8.0,#N/A,#N/A,#N/A,
clove,spice,13,10.1,#N/A,#N/A,#N/A,
clump,lump or mass,13,8.7,#N/A,#N/A,#N/A,
cluster,a bunch,13,9.5,#N/A,#N/A,#N/A,
coach,bus or railway car,13,6.3,#N/A,#N/A,#N/A,
coachman,coach driver,13,9.5,#N/A,#N/A,#N/A,
coaloil,kerosene,13,,#N/A,#N/A,#N/A,
coarse,not fine,13,9.8,#N/A,#N/A,#N/A,
coarse,crude and vulgar,13,9.8,#N/A,#N/A,#N/A,
coarse,of poor quality,13,9.8,#N/A,#N/A,#N/A,
cobble,stone for paving,13,10.0,#N/A,#N/A,#N/A,
cock,the hammer of a gun,13,8.7,#N/A,#N/A,#N/A,
cock-and-bullstory,an incredible story,13,,#N/A,#N/A,#N/A,
cockatoo,kind of parrot,13,9.4,#N/A,#N/A,#N/A,
cockeyed,foolish,13,10.0,#N/A,#N/A,#N/A,
cockfight,a fight between roosters,13,12.4,#N/A,#N/A,#N/A,
cockscomb,rooster's crest,13,,#N/A,#N/A,#N/A,
cocky,conceited,13,10.2,#N/A,#N/A,#N/A,
code,a collection of laws,13,7.5,#N/A,#N/A,#N/A,
coed,woman college student,13,11.2,#N/A,#N/A,#N/A,
cogwheel,a gear,13,12.2,#N/A,#N/A,#N/A,
coi,part of auto ignition,13,,#N/A,#N/A,#N/A,
coincidence,happens at same time,13,10.0,#N/A,#N/A,#N/A,
coincident,happening at same time,13,11.2,#N/A,#N/A,#N/A,
coldfeet,afraid,13,,#N/A,#N/A,#N/A,
coldscent,a weak trail,13,,#N/A,#N/A,#N/A,
coldsore,a fever blister,13,,#N/A,#N/A,#N/A,
coldwar,the nonfighting war,13,,#N/A,#N/A,#N/A,
coldwar,the propaganda war,13,,#N/A,#N/A,#N/A,
cold-blooded,without mercy,13,,#N/A,#N/A,#N/A,
cold-blooded,has blood no warmer than air,13,,#N/A,#N/A,#N/A,
coliseum,large sports hall,13,11.9,#N/A,#N/A,#N/A,
colon,punctuation mark,13,10.8,#N/A,#N/A,#N/A,
color,to blush,13,3.5,#N/A,#N/A,#N/A,
coloration,coloring,13,11.2,#N/A,#N/A,#N/A,
colored,dark-skinned,13,6.0,#N/A,#N/A,#N/A,
colorful,interesting,13,4.9,#N/A,#N/A,#N/A,
colorless,lacking interest,13,6.8,#N/A,#N/A,#N/A,
colors,national flag,13,3.5,#N/A,#N/A,#N/A,
colossal,gigantic,13,9.0,#N/A,#N/A,#N/A,
combo,small jazz band,13,8.8,#N/A,#N/A,#N/A,
combustible,easily set fire,13,10.9,#N/A,#N/A,#N/A,
combustion,burning,13,11.4,#N/A,#N/A,#N/A,
comeabout,to happen,13,,#N/A,#N/A,#N/A,
comet,heavenly body,13,8.9,#N/A,#N/A,#N/A,
comforter,bed covering,13,8.6,#N/A,#N/A,#N/A,
commemoration,service in someone's memory,13,14.0,#N/A,#N/A,#N/A,
commencement,graduation,13,11.2,#N/A,#N/A,#N/A,
commentator,news reporter,13,10.8,#N/A,#N/A,#N/A,
commerce,trade,13,12.2,#N/A,#N/A,#N/A,
commit,put into custody,13,9.7,#N/A,#N/A,#N/A,
commitoneself,to promise,13,,#N/A,#N/A,#N/A,
committed,pledged to,13,9.7,#N/A,#N/A,#N/A,
common,low-level,13,7.6,#N/A,#N/A,#N/A,
common,often found,13,7.6,#N/A,#N/A,#N/A,
commonsense,practical wisdom,13,,#N/A,#N/A,#N/A,
commonplace,everyday matter,13,10.2,#N/A,#N/A,#N/A,
commonplace,ordinary,13,10.2,#N/A,#N/A,#N/A,
communicabledisease,a catching illness,13,,#N/A,#N/A,#N/A,
communion,taking part together,13,8.2,#N/A,#N/A,#N/A,
communion,religious service,13,8.2,#N/A,#N/A,#N/A,
commute,travel to work,13,9.9,#N/A,#N/A,#N/A,
commuter,a regular traveler,13,12.5,#N/A,#N/A,#N/A,
comparable,much alike,13,9.4,#N/A,#N/A,#N/A,
comparewith,to equal,13,,#N/A,#N/A,#N/A,
compete,try to win,13,7.7,#N/A,#N/A,#N/A,
competitive,between rivals,13,9.1,#N/A,#N/A,#N/A,
complement,the completing or contrasting part,13,10.2,#N/A,#N/A,#N/A,
complex,not simple,13,10.8,#N/A,#N/A,#N/A,
complexity,being complicated,13,12.2,#N/A,#N/A,#N/A,
complication,a confused tangle,13,9.9,#N/A,#N/A,#N/A,
complimentary,praising,13,10.3,#N/A,#N/A,#N/A,
complimentary,flattering,13,10.3,#N/A,#N/A,#N/A,
composition,parts of whole,13,9.4,#N/A,#N/A,#N/A,
compound,enclosure,13,11.0,#N/A,#N/A,#N/A,
compound,a chemical union,13,11.0,#N/A,#N/A,#N/A,
compoundfracture,broken bone sticks out,13,,#N/A,#N/A,#N/A,
comprehensible,understandable,13,11.2,#N/A,#N/A,#N/A,
compressor,a pressure-creating machine,13,12.3,#N/A,#N/A,#N/A,
comradeship,fellowship,13,12.6,#N/A,#N/A,#N/A,
conceit,too much pride,13,12.3,#N/A,#N/A,#N/A,
conceited,self-satisfied,13,12.1,#N/A,#N/A,#N/A,
concentration,mass gathered in one place,13,8.4,#N/A,#N/A,#N/A,
concerning,about,13,,#N/A,#N/A,#N/A,
concession,booth at fair,13,9.3,#N/A,#N/A,#N/A,
conclusion,reasoned judgment,13,10.0,#N/A,#N/A,#N/A,
condemn,consider guilty,13,11.2,#N/A,#N/A,#N/A,
condemn,to disapprove strongly,13,11.2,#N/A,#N/A,#N/A,
condense,to express in fewer words,13,11.3,#N/A,#N/A,#N/A,
condense,to press smaller and heavier,13,11.3,#N/A,#N/A,#N/A,
condition,what's required,13,8.8,#N/A,#N/A,#N/A,
conditional,depending on circumstances,13,11.2,#N/A,#N/A,#N/A,
conditions,as  things are,13,8.8,#N/A,#N/A,#N/A,
condor,large bird,13,13.1,#N/A,#N/A,#N/A,
cone,grows on evergreens,13,5.4,#N/A,#N/A,#N/A,
cone,a geometrical figure,13,5.4,#N/A,#N/A,#N/A,
confectioner,seller of sweets,13,11.1,#N/A,#N/A,#N/A,
confectioner'ssugar,powdered sugar,13,,#N/A,#N/A,#N/A,
confederation,a union or alliance,13,10.9,#N/A,#N/A,#N/A,
conference,group of teams,13,10.0,#N/A,#N/A,#N/A,
confide,tell as secret,13,11.0,#N/A,#N/A,#N/A,
confidence,thing told as a secret,13,9.4,#N/A,#N/A,#N/A,
confidential,secret,13,11.8,#N/A,#N/A,#N/A,
confine,shut in,13,10.4,#N/A,#N/A,#N/A,
confinement,being shut in,13,10.7,#N/A,#N/A,#N/A,
confines,limits,13,10.4,#N/A,#N/A,#N/A,
confirm,prove true,13,9.4,#N/A,#N/A,#N/A,
conflict,lack of agreement,13,9.4,#N/A,#N/A,#N/A,
conflict,a fight,13,9.4,#N/A,#N/A,#N/A,
congressional,related to congress,13,12.5,#N/A,#N/A,#N/A,
conjoin,to bring together,13,,#N/A,#N/A,#N/A,
conjointly,done together,13,,#N/A,#N/A,#N/A,
conjunction,rivers uniting,13,9.7,#N/A,#N/A,#N/A,
conjunction,a part of speech,13,9.7,#N/A,#N/A,#N/A,
conjunction,where roads meet,13,9.7,#N/A,#N/A,#N/A,
conjunctive,connecting,13,,#N/A,#N/A,#N/A,
connection,"an ""in"" with a business",13,8.0,#N/A,#N/A,#N/A,
connection,association,13,8.0,#N/A,#N/A,#N/A,
conniption,fit of anger,13,10.4,#N/A,#N/A,#N/A,
conquest,victory by force,13,9.8,#N/A,#N/A,#N/A,
consciousness,your thoughts at a certain time,13,9.7,#N/A,#N/A,#N/A,
consciousness,being awake,13,9.7,#N/A,#N/A,#N/A,
consecutive,coming in order,13,10.0,#N/A,#N/A,#N/A,
consequently,as a result,13,,#N/A,#N/A,#N/A,
conservatism,a political philosophy,13,12.3,#N/A,#N/A,#N/A,
considerably,a good deal,13,,#N/A,#N/A,#N/A,
consultant,gives expert advice,13,12.3,#N/A,#N/A,#N/A,
consultation,conference,13,9.8,#N/A,#N/A,#N/A,
consume,use up,13,10.5,#N/A,#N/A,#N/A,
consumer,a buyer and user,13,11.2,#N/A,#N/A,#N/A,
contamination,making impure,13,11.5,#N/A,#N/A,#N/A,
contemporary,current,13,12.3,#N/A,#N/A,#N/A,
contemporary,of the present time,13,12.3,#N/A,#N/A,#N/A,
contest,competition,13,7.6,#N/A,#N/A,#N/A,
continental,of a large land area,13,11.1,#N/A,#N/A,#N/A,
continuance,keeping on,13,12.0,#N/A,#N/A,#N/A,
contraction,a drawing together,13,12.2,#N/A,#N/A,#N/A,
contradict,to say the opposite,13,10.9,#N/A,#N/A,#N/A,
contradiction,difference in words and acts,13,10.6,#N/A,#N/A,#N/A,
contradictory,says the opposite,13,12.3,#N/A,#N/A,#N/A,
contraption,gadget,13,11.4,#N/A,#N/A,#N/A,
contrariness,being difficult,13,10.5,#N/A,#N/A,#N/A,
contrary,negative,13,10.3,#N/A,#N/A,#N/A,
contrary,opposed,13,10.3,#N/A,#N/A,#N/A,
contrast,marked difference,13,9.6,#N/A,#N/A,#N/A,
contrast,to show they are different,13,9.6,#N/A,#N/A,#N/A,
controller,regulator,13,10.3,#N/A,#N/A,#N/A,
controversial,debatable,13,12.2,#N/A,#N/A,#N/A,
convenience,suitability,13,10.2,#N/A,#N/A,#N/A,
convenience,saves work,13,10.2,#N/A,#N/A,#N/A,
convent,nuns' home,13,10.3,#N/A,#N/A,#N/A,
converse,talk,13,11.0,#N/A,#N/A,#N/A,
conveyor,a carrier,13,,#N/A,#N/A,#N/A,
conveyorbelt,moving carrier belt,13,,#N/A,#N/A,#N/A,
convulsion,violent disturbance,13,12.0,#N/A,#N/A,#N/A,
cookup,invent,13,,#N/A,#N/A,#N/A,
cookery,preparing food,13,8.1,#N/A,#N/A,#N/A,
cooperative,shares profits,13,8.6,#N/A,#N/A,#N/A,
copper,a policeman,13,8.4,#N/A,#N/A,#N/A,
copper,a penny,13,8.4,#N/A,#N/A,#N/A,
copperplate,an engraving,13,9.6,#N/A,#N/A,#N/A,
coral,hard pink matter,13,8.6,#N/A,#N/A,#N/A,
coral,sea animal skeleton,13,8.6,#N/A,#N/A,#N/A,
cord,stringlike body part,13,6.9,#N/A,#N/A,#N/A,
cordially,with friendliness,13,,#N/A,#N/A,#N/A,
corduroy,ribbed cloth,13,10.5,#N/A,#N/A,#N/A,
cork,a tree bark,13,8.2,#N/A,#N/A,#N/A,
corkscrew,spiral-shaped,13,8.1,#N/A,#N/A,#N/A,
cornball,a square,13,9.0,#N/A,#N/A,#N/A,
cornea,covers eyeball,13,12.0,#N/A,#N/A,#N/A,
corner,some faraway place,13,5.2,#N/A,#N/A,#N/A,
cornerstone,part of foundation,13,11.7,#N/A,#N/A,#N/A,
coronation,crowning a ruler,13,12.7,#N/A,#N/A,#N/A,
corporate,unite into one,13,10.8,#N/A,#N/A,#N/A,
correction,punishment,13,8.7,#N/A,#N/A,#N/A,
correspond,match,13,11.9,#N/A,#N/A,#N/A,
corsage,bunch of flowers,13,11.7,#N/A,#N/A,#N/A,
cosmonaut,Russian spaceman,13,10.9,#N/A,#N/A,#N/A,
cottonmouth,a poisonous snake,13,12.0,#N/A,#N/A,#N/A,
count,be of value,13,4.0,#N/A,#N/A,#N/A,
counteract,act against,13,12.8,#N/A,#N/A,#N/A,
counterplot,plot against a plot,13,,#N/A,#N/A,#N/A,
countersign,additional signature,13,15.2,#N/A,#N/A,#N/A,
countless,"very, very many",13,9.2,#N/A,#N/A,#N/A,
coupe,two-door car,13,13.0,#N/A,#N/A,#N/A,
couple,hook together,13,6.1,#N/A,#N/A,#N/A,
coupon,part of a bond,13,7.4,#N/A,#N/A,#N/A,
courier,special messenger,13,13.6,#N/A,#N/A,#N/A,
court,people around king,13,8.1,#N/A,#N/A,#N/A,
court,space between houses,13,8.1,#N/A,#N/A,#N/A,
courtier,royal court attendant,13,12.8,#N/A,#N/A,#N/A,
courtship,wooing a woman,13,12.2,#N/A,#N/A,#N/A,
courtyard,walled space,13,10.0,#N/A,#N/A,#N/A,
coworker,a work partner,13,11.8,#N/A,#N/A,#N/A,
coy,pretending shyness,13,11.3,#N/A,#N/A,#N/A,
crack,break in voice,13,5.9,#N/A,#N/A,#N/A,
crack,a cutting remark,13,5.9,#N/A,#N/A,#N/A,
crack,weaken under strain,13,5.9,#N/A,#N/A,#N/A,
crackabook,to study,13,,#N/A,#N/A,#N/A,
crackdown,to get more strict,13,,#N/A,#N/A,#N/A,
crackbrained,crazy,13,,#N/A,#N/A,#N/A,
cracked,crazy,13,5.9,#N/A,#N/A,#N/A,
crackling,sound of fire,13,7.5,#N/A,#N/A,#N/A,
cram,to study hard and late,13,9.4,#N/A,#N/A,#N/A,
cramped,crowded,13,,#N/A,#N/A,#N/A,
crane,bird,13,7.9,#N/A,#N/A,#N/A,
crane,to stretch the neck,13,7.9,#N/A,#N/A,#N/A,
crankshaft,part of automobile,13,12.7,#N/A,#N/A,#N/A,
craps,a dice game,13,8.7,#N/A,#N/A,#N/A,
craving,a strong desire,13,,#N/A,#N/A,#N/A,
crawdad,kind of shellfish,13,10.7,#N/A,#N/A,#N/A,
crawl,swimming stroke,13,4.4,#N/A,#N/A,#N/A,
crazy,"excited, wild",13,5.9,#N/A,#N/A,#N/A,
cream,to beat badly,13,5.5,#N/A,#N/A,#N/A,
cream,light yellow,13,5.5,#N/A,#N/A,#N/A,
cream,work until smooth,13,5.5,#N/A,#N/A,#N/A,
creative,able to invent,13,8.7,#N/A,#N/A,#N/A,
crier,calls out announcements,13,6.8,#N/A,#N/A,#N/A,
criminology,study of crime,13,15.6,#N/A,#N/A,#N/A,
crimson,deep red,13,9.8,#N/A,#N/A,#N/A,
crinkle,wrinkle,13,8.5,#N/A,#N/A,#N/A,
critic,a judge of works of art,13,11.0,#N/A,#N/A,#N/A,
critic,a faultfinder,13,11.0,#N/A,#N/A,#N/A,
critical,"serious, dangerous condition",13,8.4,#N/A,#N/A,#N/A,
critical,at an important point,13,8.4,#N/A,#N/A,#N/A,
critically,near the danger point,13,,#N/A,#N/A,#N/A,
crochet,needlework done with a hook,13,8.7,#N/A,#N/A,#N/A,
crock,clay pot,13,10.1,#N/A,#N/A,#N/A,
crook,a bend,13,7.9,#N/A,#N/A,#N/A,
crop,to cut short,13,7.3,#N/A,#N/A,#N/A,
crop,to bit or trim off,13,7.3,#N/A,#N/A,#N/A,
cross,work against,13,5.3,#N/A,#N/A,#N/A,
crosspollinate,one plant fertilizes another,13,,#N/A,#N/A,#N/A,
crossbeam,a wall-to-wall timber,13,12.3,#N/A,#N/A,#N/A,
crossbow,old weapon,13,10.7,#N/A,#N/A,#N/A,
crossbreed,a mixing of races,13,12.1,#N/A,#N/A,#N/A,
cross-country,not sticking to roads,13,,#N/A,#N/A,#N/A,
cross-country,a running competition,13,,#N/A,#N/A,#N/A,
cross-examination,lawyer's questions,13,,#N/A,#N/A,#N/A,
cross-reference,reference to another part,13,,#N/A,#N/A,#N/A,
crossways,crossroads,13,10.6,#N/A,#N/A,#N/A,
croup,throat disease,13,12.8,#N/A,#N/A,#N/A,
crow's-nest,ship's lookout,13,,#N/A,#N/A,#N/A,
crucified,hung on a cross,13,8.9,#N/A,#N/A,#N/A,
crude,rough,13,10.9,#N/A,#N/A,#N/A,
crumb,disgusting person,13,5.7,#N/A,#N/A,#N/A,
crush,like very much,13,7.0,#N/A,#N/A,#N/A,
cub,new reporter,13,6.0,#N/A,#N/A,#N/A,
cubbyhole,small enclosed space,13,6.5,#N/A,#N/A,#N/A,
cube,the third power,13,8.0,#N/A,#N/A,#N/A,
cud,cow's rechewed food,13,11.3,#N/A,#N/A,#N/A,
cuddle,to hold and pet,13,5.3,#N/A,#N/A,#N/A,
culture,care and breeding,13,9.8,#N/A,#N/A,#N/A,
culvert,drain under road,13,10.3,#N/A,#N/A,#N/A,
cumulo-stratus,cloud formation,13,,#N/A,#N/A,#N/A,
cunning,sly,13,10.3,#N/A,#N/A,#N/A,
curb,to hold back,13,7.1,#N/A,#N/A,#N/A,
curbstone,edge of sidewalk,13,10.8,#N/A,#N/A,#N/A,
curiosity,eagerness to learn,13,8.0,#N/A,#N/A,#N/A,
curiosity,something strange,13,8.0,#N/A,#N/A,#N/A,
currant,berry,13,12.3,#N/A,#N/A,#N/A,
currency,money in use,13,9.2,#N/A,#N/A,#N/A,
current,swift part of stream,13,8.8,#N/A,#N/A,#N/A,
currently,right now,13,,#N/A,#N/A,#N/A,
curtsey,bow of respect,13,9.1,#N/A,#N/A,#N/A,
cushion,soften the blow,13,6.2,#N/A,#N/A,#N/A,
custard,"cooked eggs, milk and sugar",13,8.5,#N/A,#N/A,#N/A,
custody,keeping,13,9.5,#N/A,#N/A,#N/A,
cutdown,to make less,13,,#N/A,#N/A,#N/A,
cutglass,crystal,13,,#N/A,#N/A,#N/A,
cuticle,skin,13,11.8,#N/A,#N/A,#N/A,
cutup,show-off,13,9.9,#N/A,#N/A,#N/A,
cutworm,caterpillar,13,,#N/A,#N/A,#N/A,
cycle,repeating itself,13,6.5,#N/A,#N/A,#N/A,
cyclist,bike rider,13,8.6,#N/A,#N/A,#N/A,
cyclone,storm moving toward calm center,13,9.6,#N/A,#N/A,#N/A,
cylinder,engine's piston chamber,13,9.6,#N/A,#N/A,#N/A,
cylindrical,long and round,13,10.6,#N/A,#N/A,#N/A,
cypress,kind of tree,13,,#N/A,#N/A,#N/A,
czarina,empress,13,,#N/A,#N/A,#N/A,
d.a.,district attorney,13,,#N/A,#N/A,#N/A,
d.d.t.,a powerful insecticide,13,,#N/A,#N/A,#N/A,
dacron,"an artificial cloth, t.m.",13,,#N/A,#N/A,#N/A,
daffy,crazy,13,,#N/A,#N/A,#N/A,
dahlia,autumn flower,13,,#N/A,#N/A,#N/A,
damn,a curse,13,9.3,#N/A,#N/A,#N/A,
damn,swear at,13,9.3,#N/A,#N/A,#N/A,
damn,to send to hell,13,9.3,#N/A,#N/A,#N/A,
damned,cursed,13,,#N/A,#N/A,#N/A,
damper,regulates draft,13,9.5,#N/A,#N/A,#N/A,
dandier,nicer,13,,#N/A,#N/A,#N/A,
danish,pastry,13,,#N/A,#N/A,#N/A,
dare,be brave enough,13,6.3,#N/A,#N/A,#N/A,
dare,call someone's bluff,13,6.3,#N/A,#N/A,#N/A,
darn,to mend sox,13,7.7,#N/A,#N/A,#N/A,
dashboard,car's control panel,13,9.2,#N/A,#N/A,#N/A,
dashing,attractive,13,9.3,#N/A,#N/A,#N/A,
dashing,spirited,13,9.3,#N/A,#N/A,#N/A,
data,information,13,10.3,#N/A,#N/A,#N/A,
data,facts,13,10.3,#N/A,#N/A,#N/A,
daybook,kind of diary,13,12.4,#N/A,#N/A,#N/A,
day-laborer,a worker paid daily,13,,#N/A,#N/A,#N/A,
daze,"to stun, confuse",13,9.4,#N/A,#N/A,#N/A,
deadduck,a goner,13,,#N/A,#N/A,#N/A,
deadend,closed at one end,13,,#N/A,#N/A,#N/A,
deadright,entirely correct,13,,#N/A,#N/A,#N/A,
deafmute,deaf and dumb,13,,#N/A,#N/A,#N/A,
deafening,too noisy,13,11.0,#N/A,#N/A,#N/A,
dealings,way of acting,13,,#N/A,#N/A,#N/A,
dean,officer of college,13,10.5,#N/A,#N/A,#N/A,
deathtoll,the loss by death,13,,#N/A,#N/A,#N/A,
deathblow,killing blow,13,,#N/A,#N/A,#N/A,
deathless,never dying,13,,#N/A,#N/A,#N/A,
deathly,almost lifeless,13,9.6,#N/A,#N/A,#N/A,
debatable,open to argument,13,11.1,#N/A,#N/A,#N/A,
decagon,ten-sided figure,13,,#N/A,#N/A,#N/A,
decal,pasted on picture,13,9.4,#N/A,#N/A,#N/A,
deceit,dishonesty,13,10.7,#N/A,#N/A,#N/A,
deceiver,liar,13,11.1,#N/A,#N/A,#N/A,
decelerate,slow down,13,13.2,#N/A,#N/A,#N/A,
decency,proper behavior,13,9.0,#N/A,#N/A,#N/A,
decent,morally proper,13,9.2,#N/A,#N/A,#N/A,
decent,"fair, good enough",13,9.2,#N/A,#N/A,#N/A,
deci,a tenth,13,,#N/A,#N/A,#N/A,
